fecha,t,z1,z2,z3,z4,z5,z6
2009-01-24,136,-0.02132867,0.0012454819,-0.0046836156,-0.014877261,0.0005451477,-0.01278064
2009-01-24,137,-0.023082882,0.016551228,0.023412684,-0.013393329,0.003592312,0.08434125
2009-01-24,138,-0.019495163,-0.04145972,0.005089107,-0.10647977,0.050717957,-0.0989721
2009-01-24,140,-0.022522695,-0.0127529185,0.0022693437,-0.016010085,0.0042136586,-0.015320528
2009-01-24,141,-0.029096352,-0.12845908,-0.5003909,0.82493985,-0.07117201,0.017181983
2009-01-24,142,-0.020879207,-0.008894352,0.0055131633,-0.03541722,-0.0029338538,-0.04214377
2009-01-24,143,-0.026304327,-0.023205882,0.01705411,-0.036650654,-0.035515107,-0.008862499
2009-01-31,1,-0.023567574,-0.024875728,-0.009877702,-0.027131122,-0.010194092,-0.004768286
2009-01-31,3,-0.017417248,-0.033630323,-0.053750828,-0.12844308,0.076310605,-0.047373384
2009-01-31,5,-0.033930656,-0.033693034,0.042202234,0.0115303,-0.004842353,-0.064391315
2009-01-31,7,-0.026970189,-0.03263159,0.003987486,0.0050678873,0.20461395,0.14495352
2009-01-31,8,-0.023098782,-0.015096399,-0.012903299,-0.005128069,0.004581716,-0.0021134585
2009-01-31,9,-0.016586322,-0.0045045367,-0.007715113,-0.0058373297,0.0026756546,-0.009232341
2009-01-31,10,-0.021836013,-0.011401665,0.0026391894,-0.013179253,0.016702289,0.0062393295
2009-01-31,11,-0.016100453,-0.013955934,0.0024321917,-0.017797943,-4.0264695e-05,-0.01889229
2009-01-31,13,-0.018709604,-0.040398743,-0.005138726,-0.03481152,-0.0706109,-0.042113118
2009-01-31,15,-0.010295073,-0.0046131145,0.00889774,-0.008055587,0.01687786,-0.017889261
2009-01-31,16,-0.031612664,-0.033060044,0.04106911,-0.10956037,-0.79934925,0.4622046
2009-01-31,18,-0.01649818,-0.0061468254,-0.0021884078,-0.008862235,0.003366515,-0.008159596
2009-01-31,21,-0.03552157,-0.04872476,-0.0112795755,-0.032973345,-0.08446075,-0.06824673
2009-01-31,22,-0.019749723,-0.010252967,-0.006965149,-0.008972895,1.6366392e-05,-0.006274693
2009-01-31,26,-0.009345832,-0.015885968,-0.021075958,-0.07642425,0.009442796,-0.04800954
2009-01-31,28,-0.022804137,-0.033686675,-0.013288321,-0.06509554,-0.05258145,-0.04725804
